17.272823;25.10579;0.37819338;a
6.151375;18.335724;1.2069025;a
15.8988;26.33683;0.38614225;a
8.066805;15.543091;1.2275167;a
8.226336;9.877441;0.52240276;a
13.209637;22.96791;1.60218;a
6.8320866;16.322388;2.1605802;a
17.688534;17.384151;0.55518436;a
4.989607;15.613956;0.21693277;a
13.311886;25.832012;4.6742916;a
3.1911812;17.217564;0.18340111;a
0.07438469;-10.686165;-0.76587725;a
3.551834;16.648174;0.8677416;a
5.0828285;14.854397;0.40665436;a
8.845751;16.08498;0.23829508;a
9.666956;18.498272;2.067246;a
2.8366776;23.115788;1.0214701;a
11.133408;20.387115;0.45031023;a
10.792778;28.66859;3.4632568;a
7.960617;18.634842;1.5099525;a
9.687559;21.031952;3.684741;a
16.879292;27.270111;4.3446712;a
-0.98916245;14.580608;4.8170834;a
9.47073;23.802078;3.2341585;a
12.196285;18.455261;2.424551;a
19.64328;21.837193;0.88128805;a
16.548882;28.780945;1.6524935;a
13.044735;16.694908;1.7636099;a
11.038296;22.455513;3.5345755;a
2.7671623;13.128628;0.7643137;a
17.278835;19.994743;1.3041501;a
4.266342;14.38372;0.9480324;a
-2.3630733;20.152798;4.6475334;a
13.852673;20.81995;2.3009448;a
9.404039;24.467068;4.630474;a
9.783131;26.284935;1.5284348;a
17.01307;28.109219;2.6830935;a
17.064182;29.76839;3.5646172;a
4.799923;7.923008;0.46586227;a
4.3042393;24.71775;1.0896468;a
9.664337;27.356941;2.6593904;a
14.542095;29.986126;4.6246986;a
19.367138;26.753033;4.0728483;a
15.885014;16.037327;0.72970915;a
16.958702;20.069733;3.0185432;a
2.7749443;21.717354;0.7525749;a
5.3270493;20.522793;0.36971617;a
16.48848;29.28495;0.4907756;a
5.5456085;18.98114;0.9926343;a
5.5808487;17.038761;1.5121055;a
11.840763;24.341057;4.6226463;a
1.3134785;-13.193764;-0.11143017;a
19.780716;25.58405;3.8671694;a
15.77121;28.563683;4.6556416;a
14.715942;17.628994;0.5292201;a
19.111622;-7.1576824;-0.106880665;a
13.630257;24.831535;1.6351795;a
-1.4353294;27.648212;1.9823856;a
13.333576;26.378204;3.905696;a
5.2369404;26.281284;2.838852;a
14.995022;23.335659;2.8899837;a
9.036438;25.072594;1.5163774;a
19.007069;29.740208;3.84933;a
17.992443;26.005997;-0.015082836;a
-1.3784027;20.128967;1.7582827;a
3.9938507;17.56733;1.6882157;a
16.782185;25.26419;0.16614246;a
4.057266;19.905682;1.3934774;a
8.96908;19.904835;3.1634922;a
13.721771;23.545956;1.9534187;a
13.027599;19.116581;0.15912962;a
6.533127;28.375908;-0.029704094;a
5.90164;29.617985;2.3314266;a
10.745659;24.431522;1.8606353;a
-0.8824539;20.678589;3.399662;a
7.90209;14.799221;1.7167373;a
8.018799;22.343594;2.9106512;a
4.515915;21.590626;2.4234571;a
12.786785;22.883518;3.6227741;a
14.925575;21.75613;2.0005178;a
6.139553;21.298347;1.7594318;a
7.06378;17.971031;0.41106224;a
3.278736;23.127037;0.6947894;a
11.661779;21.36948;3.3571043;a
7.5479717;19.984455;0.7516999;a
13.157085;28.750046;1.8114262;a
6.5269585;13.852409;1.2495165;a
3.367237;14.986137;1.0082479;a
11.47032;24.116905;2.49511;a
11.442078;10.915283;0.46941042;a
17.324799;25.387852;3.692192;a
2.8780136;-24.533146;-0.046705723;a
9.16349;25.192375;3.3528452;a
5.222248;-3.020071;-0.04885769;a
7.7716637;23.345913;3.3557167;a
15.596214;28.260674;3.4781199;a
-2.6479225;21.48537;4.7256966;a
15.279572;21.467121;2.5392342;a
7.6446533;20.71796;1.3364248;a
3.1102028;27.140045;1.6457753;a
15.557785;24.559711;4.838091;a
17.949741;23.799667;1.3450613;a
6.7562943;22.744965;1.7953186;a
16.650585;22.179874;1.1717062;a
7.8826885;25.476948;4.3943996;a
16.608795;29.514488;3.7508469;a
10.255936;17.370754;2.150392;a
6.0681934;27.034954;1.2303467;a
3.6702366;27.344028;2.2273345;a
19.179096;23.944256;1.0087848;a
5.3611374;19.594238;2.6092272;a
14.202999;22.231964;3.2983913;a
9.952148;27.641773;0.42919207;a
16.531097;23.83627;4.720396;a
-2.1588402;28.222496;2.1441054;a
17.617;27.05552;0.470397;a
-1.9180031;11.695469;3.501295;a
13.116028;24.042088;2.6796293;a
12.256924;28.715897;2.04289;a
8.535965;-0.06426239;-0.056575775;a
19.891903;28.691452;3.4032736;a
3.2460804;27.774097;1.9072871;a
18.758415;21.483288;2.6517944;a
9.44068;22.381088;3.1617079;a
11.445995;-1.8406963;-0.048859596;a
-2.6234455;29.02504;3.86026;a
16.455856;11.070927;-0.03951645;a
15.580299;23.502705;4.2801094;a
15.666168;27.856552;3.5905952;a
11.382545;19.66283;3.2276678;a
11.980104;29.675636;1.0420856;a
8.064873;19.941525;1.0697742;a
16.690506;15.031319;0.8658619;a
6.5652847;26.466095;3.088708;a
13.6469345;21.84835;3.0161505;a
7.0524006;14.664143;0.9701958;a
7.4531364;18.245495;2.1672773;a
14.43005;21.65469;2.191021;a
10.010342;26.51149;4.593047;a
10.668224;27.268688;1.5010872;a
17.369946;25.593555;4.1109114;a
10.643753;20.889786;2.9094734;a
5.8908195;23.092556;0.54879665;a
18.588478;29.575974;2.9399514;a
14.453308;14.545338;0.25748682;a
2.9083939;11.164806;0.6018286;a
9.108288;25.262081;1.1869965;a
10.20381;29.14579;2.695601;a
13.782352;26.663036;4.6551123;a
1.0272827;-25.497343;-1.2241149;a
5.9622803;27.454815;3.2592478;a
10.058567;23.054523;3.200883;a
9.672453;24.911583;3.510398;a
9.453791;29.098835;0.54317427;a
8.291227;22.058578;3.5146618;a
5.0930862;27.069603;1.2987804;a
12.397224;18.39867;0.58118343;a
13.05209;14.912266;0.63818026;a
14.724716;21.020409;1.9553809;a
17.455814;29.710472;0.35282993;a
7.060211;21.220043;0.34904957;a
19.880356;27.458076;1.2551041;a
11.230585;27.696144;4.0861797;a
9.100561;27.253319;4.571603;a
17.224659;23.682808;3.250864;a
5.7775383;25.456615;2.6752338;a
15.942654;28.279465;3.8095188;a
10.323294;23.629986;4.014264;a
17.691406;26.506897;1.3726573;a
6.341936;25.260345;1.016881;a
16.341125;23.230194;4.2461014;a
12.649864;25.106033;4.736189;a
19.180874;21.4053;2.6109028;a
18.35978;26.734928;2.36404;a
13.30328;18.667522;2.076326;a
14.449894;28.159786;0.40397644;a
8.764086;26.13847;0.87498283;a
8.005215;12.7731285;0.7093973;a
14.129635;29.19366;1.1838527;a
-1.7544212;24.65477;4.91681;a
12.901485;22.597336;0.80924034;a
8.621262;22.139168;3.1796446;a
14.243439;20.470055;3.158451;a
15.155224;21.05791;2.1643157;a
6.51268;10.704018;0.49040747;a
5.3835716;29.921288;1.5813055;a
15.573284;3.2700806;-0.10427046;a
8.79491;23.036152;3.4648342;a
17.905819;28.524273;0.88552284;a
13.553726;16.026226;0.8396106;a
2.2523289;20.106018;0.7778349;a
-1.0603447;21.228363;1.0236015;a
17.603668;21.432594;0.35375118;a
3.822363;12.563515;0.4807577;a
12.910622;27.217232;3.6855812;a
-1.0882034;26.167736;4.2941275;a
11.136127;28.653904;3.115985;a
11.716997;24.603607;0.1523881;a
3.924282;19.823807;0.52232695;a
19.136436;27.101376;0.91750145;a
6.6428833;11.463467;0.8388467;a
13.759018;16.343658;1.0218611;a
10.442661;17.030739;1.6712255;a
15.90377;20.63258;1.396584;a
13.713272;23.276802;0.9443784;a
4.084114;24.480759;0.54768753;a
8.190243;29.372047;0.65695286;a
6.139738;26.638927;2.8459;a
18.898094;28.477798;4.184824;a
17.380493;21.463871;1.4445281;a
3.9130383;27.764645;0.10712385;a
10.259724;21.905182;1.201663;a
10.77113;27.303764;2.1022868;a
10.4446125;27.894821;4.398817;a
14.778259;23.790825;4.591464;a
9.556911;28.37576;3.5328474;a
-1.2717361;4.8793793;4.331318;a
14.137634;22.503315;0.8138666;a
16.904129;28.025368;2.1130247;a
19.318935;26.055;2.6464553;a
19.181408;26.745838;4.594702;a
11.45229;21.096561;3.2975807;a
5.0509567;18.654663;0.9996319;a
7.7243614;17.766277;1.4639163;a
9.181919;18.33358;0.37120342;a
4.9894714;7.374977;-0.044378757;a
7.3823204;29.04269;3.5365858;a
16.06298;26.703411;3.8839445;a
16.301365;19.950024;1.127665;a
3.0037956;26.767475;0.21494198;a
11.9896965;29.206997;1.1072931;a
18.971352;24.149998;3.326477;a
4.545223;17.863007;0.74450874;a
18.455349;27.774876;2.8353734;a
4.819929;18.008327;0.3178544;a
14.25235;25.236923;0.7249546;a
12.475327;27.341137;2.4394617;a
3.618599;19.955246;1.3365335;a
16.438126;28.79454;1.1225419;a
5.3713512;13.093487;1.096137;a
4.746912;24.367268;0.16263866;a
8.118055;28.736343;2.5134773;a
19.32351;26.882153;2.7951903;a
19.26226;23.524754;3.517892;a
17.974564;27.595165;4.475521;a
6.210743;18.730377;2.342208;a
7.204954;14.644459;1.9887962;a
11.825459;29.561401;2.1625605;a
